,longitude,latitude,housing_age,total_rooms,total_bedrooms,population,families,average_income,ocean_proximity,house_value
11469,-118.05,33.65,5,7017,935.0,2427,867,10.1154,NEAR OCEAN,477700
11497,-118.07,33.67,13,5126,711.0,2429,718,9.5268,NEAR OCEAN,437900
11501,-118.09,33.7,13,4770,969.0,2261,972,5.882999999999999,NEAR OCEAN,295100
11503,-118.09,33.75,32,6239,974.0,2615,950,6.6188,NEAR OCEAN,380000
11504,-118.1,33.74,37,997,262.0,531,282,4.7773,NEAR OCEAN,400000
11505,-118.11,33.75,15,2569,812.0,785,477,5.4011,NEAR OCEAN,346400
11506,-118.11,33.74,43,1222,303.0,565,309,4.8482,NEAR OCEAN,500001
11507,-118.09,33.74,44,1671,390.0,871,367,4.6369,NEAR OCEAN,422200
11508,-118.11,33.75,24,1608,314.0,592,314,5.0926,NEAR OCEAN,390500
11509,-118.1,33.74,33,2119,524.0,872,465,4.537,NEAR OCEAN,495500
11510,-118.1,33.74,31,1310,342.0,563,310,4.6528,NEAR OCEAN,457100
11511,-118.11,33.73,32,1258,333.0,645,334,5.0476,NEAR OCEAN,500001
11512,-118.1,33.74,32,2035,,934,512,4.2287,NEAR OCEAN,500001
11513,-118.07,33.72,24,1240,296.0,513,254,4.9044,NEAR OCEAN,485000
11514,-118.07,33.72,32,1179,250.0,369,209,5.1824,NEAR OCEAN,500001
11515,-118.09,33.71,19,1397,271.0,491,197,8.7397,NEAR OCEAN,500001
11516,-118.06,33.72,17,4573,937.0,1619,796,5.7704,NEAR OCEAN,500001
11517,-118.05,33.71,25,4150,570.0,1424,547,8.8281,NEAR OCEAN,461600
11518,-118.06,33.72,22,4311,531.0,1426,533,9.8177,NEAR OCEAN,500001
11519,-118.07,33.73,13,1822,313.0,643,303,9.8346,NEAR OCEAN,401700
11520,-118.06,33.72,14,2665,331.0,964,319,15.0001,NEAR OCEAN,500001
11522,-118.08,33.72,14,2021,396.0,696,367,7.1673,NEAR OCEAN,340700
14005,-117.18,32.76,52,2023,301.0,649,285,4.7396,NEAR OCEAN,441700
14006,-117.18,32.75,52,1539,212.0,535,224,5.392,NEAR OCEAN,408500
14007,-117.18,32.75,52,1504,208.0,518,196,8.603,NEAR OCEAN,459600
14008,-117.19,32.75,52,1495,230.0,459,190,8.1548,NEAR OCEAN,500001
14009,-117.19,32.75,52,1388,213.0,513,211,6.1309,NEAR OCEAN,411600
14010,-117.19,32.76,52,1294,175.0,434,180,5.7914,NEAR OCEAN,500001
14011,-117.17,32.76,45,3149,639.0,1160,661,2.7266,NEAR OCEAN,354200
14012,-117.17,32.75,38,5430,1176.0,2357,1100,3.654,NEAR OCEAN,249000
14013,-117.18,32.74,39,3132,738.0,1200,690,2.5288,NEAR OCEAN,274000
14014,-117.18,32.75,36,2282,534.0,918,531,2.7222,NEAR OCEAN,284700
14015,-117.17,32.75,52,1052,,381,201,3.0726,NEAR OCEAN,289600
14016,-117.16,32.75,23,2474,594.0,1107,536,2.9705,NEAR OCEAN,245500
14018,-117.16,32.74,52,852,262.0,389,249,2.6042,NEAR OCEAN,225000
14019,-117.16,32.74,21,1882,486.0,903,482,3.06,NEAR OCEAN,243800
14020,-117.16,32.74,27,2335,604.0,982,590,3.1921,NEAR OCEAN,261500
14021,-117.17,32.75,28,1514,384.0,540,352,2.1532,NEAR OCEAN,240000
14024,-117.15,32.76,43,2361,489.0,824,470,3.4196,NEAR OCEAN,302200
14025,-117.15,32.76,36,2644,674.0,1211,654,3.0445,NEAR OCEAN,214800
14031,-117.15,32.74,43,2383,607.0,962,587,2.2578,NEAR OCEAN,263600
14032,-117.15,32.74,26,3149,832.0,1320,808,3.0259,NEAR OCEAN,211700
14082,-117.11,32.77,52,1484,224.0,498,223,6.6053,NEAR OCEAN,331400
14083,-117.11,32.77,52,1506,233.0,478,240,4.3875,NEAR OCEAN,300000
14084,-117.1,32.77,49,4449,711.0,1606,709,5.7768,NEAR OCEAN,281600
14085,-117.1,32.76,52,2606,426.0,883,380,4.2813,NEAR OCEAN,270800
14086,-117.09,32.77,38,2065,374.0,812,343,3.125,NEAR OCEAN,216500
14088,-117.09,32.76,43,3889,711.0,1466,663,3.5529,NEAR OCEAN,223000
14151,-117.07,32.78,22,922,240.0,1524,235,1.6815,NEAR OCEAN,218800
14152,-117.09,32.77,31,3062,,1263,539,3.0875,NEAR OCEAN,291500
14153,-117.08,32.77,31,1070,155.0,426,153,6.1628,NEAR OCEAN,219200
14220,-117.06,32.66,33,3425,511.0,1528,479,5.6889,NEAR OCEAN,234600
14222,-117.04,32.66,22,3362,630.0,1471,612,4.1442,NEAR OCEAN,303900
14223,-117.03,32.67,15,5094,818.0,2118,758,5.3505,NEAR OCEAN,266600
14224,-117.02,32.68,14,3986,675.0,2065,702,5.7192,NEAR OCEAN,267400
14290,-117.13,32.73,52,1148,214.0,481,215,5.454,NEAR OCEAN,240900
14291,-117.13,32.73,52,2676,557.0,1181,537,3.6058,NEAR OCEAN,213100
14296,-117.13,32.73,52,1911,415.0,777,412,2.2429,NEAR OCEAN,221100
14327,-117.16,32.71,5,2508,827.0,2066,761,1.3092,NEAR OCEAN,325000
14331,-117.15,32.72,51,1321,,781,499,1.3071,NEAR OCEAN,250000
14334,-117.16,32.72,27,1245,471.0,653,451,1.2668,NEAR OCEAN,225000
14336,-117.17,32.72,44,626,256.0,572,229,1.5909,NEAR OCEAN,262500
14339,-117.17,32.73,52,1578,487.0,879,446,2.4069,NEAR OCEAN,215000
14340,-117.16,32.74,49,1815,495.0,601,410,3.0571,NEAR OCEAN,418800
14341,-117.16,32.74,43,1437,406.0,692,379,3.1979,NEAR OCEAN,466700
14342,-117.17,32.74,39,3803,806.0,1567,775,3.7039,NEAR OCEAN,361500
14343,-117.17,32.74,38,5054,1168.0,2366,1103,2.9422,NEAR OCEAN,289400
14345,-117.2,32.76,40,581,157.0,298,156,2.4,NEAR OCEAN,255000
14346,-117.19,32.75,33,1115,316.0,583,269,2.5882,NEAR OCEAN,258300
14349,-117.21,32.75,15,1716,702.0,914,672,1.0612,NEAR OCEAN,300000
14351,-117.21,32.75,27,2072,534.0,1118,510,2.8043,NEAR OCEAN,262100
14352,-117.22,32.75,24,3914,985.0,2147,874,2.9735,NEAR OCEAN,225000
14357,-117.21,32.74,52,1245,174.0,468,193,6.9322,NEAR OCEAN,334500
14358,-117.22,32.74,52,1283,173.0,436,190,7.4029,NEAR OCEAN,345700
14359,-117.22,32.74,52,1260,202.0,555,209,7.2758,NEAR OCEAN,345200
14360,-117.22,32.74,41,2621,542.0,1074,471,2.4016,NEAR OCEAN,287500
14361,-117.22,32.75,34,6001,1111.0,2654,1072,4.5878,NEAR OCEAN,291000
14362,-117.22,32.73,38,3966,768.0,1640,729,3.8409,NEAR OCEAN,291400
14363,-117.23,32.73,35,2914,683.0,1562,638,2.5259,NEAR OCEAN,240200
14364,-117.23,32.73,44,1168,263.0,509,256,2.7273,NEAR OCEAN,269700
14365,-117.23,32.72,43,952,209.0,392,210,2.1635,NEAR OCEAN,244200
14366,-117.23,32.74,44,1404,229.0,513,217,4.1806,NEAR OCEAN,263800
14367,-117.24,32.74,43,2216,375.0,918,388,5.5289,NEAR OCEAN,297700
14368,-117.24,32.73,37,2260,354.0,809,351,5.9113,NEAR OCEAN,388300
14369,-117.23,32.73,36,2052,287.0,699,265,7.5557,NEAR OCEAN,441400
14370,-117.23,32.72,38,2827,581.0,972,558,3.2361,NEAR OCEAN,500001
14371,-117.24,32.71,32,4164,701.0,1277,607,6.6661,NEAR OCEAN,500001
14372,-117.24,32.72,39,3089,431.0,1175,432,7.5925,NEAR OCEAN,466700
14373,-117.24,32.72,39,3819,594.0,1361,583,6.6013,NEAR OCEAN,396400
14374,-117.25,32.73,38,1840,291.0,633,283,4.9125,NEAR OCEAN,383600
14375,-117.25,32.72,36,2632,450.0,2038,419,6.5319,NEAR OCEAN,345800
14376,-117.25,32.72,33,1677,228.0,629,239,6.597,NEAR OCEAN,496400
14377,-117.25,32.73,37,2224,331.0,821,341,6.3331,NEAR OCEAN,400000
14378,-117.28,32.73,44,1934,325.0,783,316,4.8684,NEAR OCEAN,358600
14379,-117.28,32.74,33,4168,1112.0,1785,984,2.7515,NEAR OCEAN,247700
14380,-117.25,32.74,36,3548,956.0,1648,866,2.6962,NEAR OCEAN,288200
14381,-117.25,32.74,36,1830,430.0,755,419,2.9904,NEAR OCEAN,286800
14382,-117.25,32.74,40,2186,549.0,953,515,2.8007,NEAR OCEAN,257100
14383,-117.24,32.74,44,1686,285.0,712,298,4.0268,NEAR OCEAN,298600
14384,-117.24,32.74,44,1488,259.0,667,281,4.0862,NEAR OCEAN,321800
14385,-117.25,32.73,39,1688,256.0,635,272,4.5938,NEAR OCEAN,367400
14390,-117.23,32.74,35,2615,525.0,1312,547,4.1339,NEAR OCEAN,238200
14391,-117.24,32.74,45,1718,293.0,757,329,4.05,NEAR OCEAN,284900
14392,-117.24,32.75,36,2831,669.0,1279,660,2.9896,NEAR OCEAN,252700
14393,-117.24,32.75,36,1856,475.0,822,416,2.3042,NEAR OCEAN,220600
14394,-117.24,32.75,41,1989,514.0,1015,489,2.79,NEAR OCEAN,226000
14395,-117.25,32.74,36,1240,310.0,577,319,2.6625,NEAR OCEAN,248200
14396,-117.25,32.75,32,3551,1037.0,1731,935,2.2017,NEAR OCEAN,208300
14398,-117.24,32.75,33,1980,614.0,1057,567,2.2042,NEAR OCEAN,231300
14399,-117.25,32.75,37,1189,377.0,645,377,2.4672,NEAR OCEAN,216700
14400,-117.28,32.75,34,981,313.0,508,304,2.2328,NEAR OCEAN,266700
14401,-117.25,32.79,37,1467,442.0,651,354,2.375,NEAR OCEAN,340400
14402,-117.25,32.79,43,906,240.0,458,205,1.8365,NEAR OCEAN,328600
14403,-117.25,32.78,36,1527,427.0,710,312,2.7857,NEAR OCEAN,291700
14404,-117.25,32.78,21,1479,484.0,658,384,2.45,NEAR OCEAN,350000
14405,-117.28,32.77,38,1267,340.0,442,250,4.3403,NEAR OCEAN,500000
14406,-117.25,32.77,32,2021,524.0,973,485,3.18,NEAR OCEAN,362500
14407,-117.25,32.77,35,2494,690.0,1126,624,4.0313,NEAR OCEAN,385300
14408,-117.25,32.76,38,2331,493.0,836,433,4.9125,NEAR OCEAN,452600
14410,-117.23,32.79,23,2578,665.0,989,622,3.5484,NEAR OCEAN,238000
14411,-117.23,32.79,28,2453,648.0,1082,617,3.625,NEAR OCEAN,266700
14412,-117.23,32.78,35,1649,355.0,746,360,4.6293,NEAR OCEAN,356500
14413,-117.24,32.78,44,2172,431.0,892,420,4.1742,NEAR OCEAN,342200
14414,-117.24,32.79,17,1149,266.0,403,228,4.1652,NEAR OCEAN,241700
14415,-117.24,32.79,18,2539,616.0,964,526,3.4306,NEAR OCEAN,275000
14416,-117.24,32.79,20,961,278.0,525,254,3.1838,NEAR OCEAN,245800
14417,-117.24,32.79,25,2135,691.0,566,320,2.6902,NEAR OCEAN,212500
14422,-117.23,32.8,27,1297,355.0,776,337,2.4643,NEAR OCEAN,244400
14423,-117.23,32.81,28,1508,263.0,996,267,3.8026,NEAR OCEAN,270000
14424,-117.22,32.81,21,1703,335.0,902,369,3.7813,NEAR OCEAN,362500
14425,-117.25,32.8,37,1096,260.0,490,267,3.2663,NEAR OCEAN,270600
14426,-117.25,32.8,32,1601,468.0,731,429,2.5568,NEAR OCEAN,258300
14427,-117.25,32.8,30,2061,631.0,1007,577,2.5813,NEAR OCEAN,253100
14428,-117.25,32.8,31,2182,630.0,1069,599,2.9781,NEAR OCEAN,212500
14429,-117.25,32.79,27,848,300.0,455,298,3.0774,NEAR OCEAN,275000
14430,-117.25,32.79,25,1627,375.0,735,378,3.6429,NEAR OCEAN,317100
14432,-117.23,32.8,21,2429,579.0,1011,538,3.225,NEAR OCEAN,229400
14433,-117.23,32.8,31,1403,388.0,724,371,2.6403,NEAR OCEAN,216100
14434,-117.23,32.8,28,3379,918.0,1849,849,3.0293,NEAR OCEAN,241700
14435,-117.24,32.8,26,3433,873.0,1492,798,2.9258,NEAR OCEAN,234800
14438,-117.24,32.8,19,1863,497.0,868,503,2.2880000000000003,NEAR OCEAN,210000
14439,-117.24,32.8,30,1917,462.0,828,437,2.4671,NEAR OCEAN,276300
14440,-117.24,32.8,29,3376,882.0,1513,843,3.1010000000000004,NEAR OCEAN,238200
14441,-117.25,32.81,32,2402,551.0,1020,532,3.3942,NEAR OCEAN,307400
14442,-117.25,32.8,35,2281,506.0,1005,496,4.2296,NEAR OCEAN,275000
14443,-117.25,32.8,26,2442,659.0,1134,624,3.3274,NEAR OCEAN,295500
14444,-117.26,32.81,25,2076,586.0,1060,554,2.8421,NEAR OCEAN,227800
14445,-117.26,32.81,30,1328,346.0,577,328,2.3284,NEAR OCEAN,290600
14446,-117.26,32.81,37,1616,421.0,650,395,2.92,NEAR OCEAN,326500
14447,-117.29,32.81,35,1878,308.0,598,257,6.9553,NEAR OCEAN,500001
14448,-117.26,32.8,30,1446,385.0,650,344,3.7439999999999998,NEAR OCEAN,450000
14449,-117.24,32.81,33,1588,289.0,683,301,5.4103,NEAR OCEAN,332400
14450,-117.24,32.81,34,2420,391.0,917,392,6.5881,NEAR OCEAN,394400
14451,-117.25,32.81,39,1846,350.0,765,329,3.9187,NEAR OCEAN,311900
14452,-117.27,32.84,34,1655,450.0,870,411,3.2109,NEAR OCEAN,376000
14453,-117.28,32.84,41,1420,338.0,640,314,2.9306,NEAR OCEAN,360300
14454,-117.27,32.83,39,1877,426.0,805,409,3.875,NEAR OCEAN,410000
14455,-117.28,32.83,34,2392,653.0,933,619,3.7306,NEAR OCEAN,500000
14456,-117.31,32.83,38,2367,480.0,891,428,4.1477,NEAR OCEAN,500001
14457,-117.27,32.82,35,2908,595.0,1068,529,4.1793,NEAR OCEAN,500001
14458,-117.27,32.82,42,2820,488.0,1175,500,4.5083,NEAR OCEAN,405200
14459,-117.31,32.82,42,2785,389.0,833,333,11.3074,NEAR OCEAN,500001
14460,-117.27,32.85,34,2105,444.0,780,406,2.3187,NEAR OCEAN,488900
14461,-117.28,32.84,21,2455,660.0,1015,597,3.7596,NEAR OCEAN,381300
14462,-117.27,32.85,26,1373,,608,268,4.425,NEAR OCEAN,475000
14463,-117.3,32.85,28,2334,694.0,770,552,3.1324,NEAR OCEAN,500001
14464,-117.23,32.81,24,3271,508.0,1496,482,5.9359,NEAR OCEAN,422200
14465,-117.23,32.81,22,3205,429.0,1083,410,8.1844,NEAR OCEAN,406300
14466,-117.24,32.82,20,2467,332.0,731,335,7.2559,NEAR OCEAN,392300
14467,-117.25,32.84,19,1759,214.0,659,195,10.7751,NEAR OCEAN,500001
14468,-117.26,32.85,30,3652,499.0,978,462,8.2374,NEAR OCEAN,500001
14469,-117.25,32.83,17,2075,262.0,704,241,10.9529,NEAR OCEAN,500001
14470,-117.27,32.84,26,3940,657.0,1180,600,6.1025,NEAR OCEAN,500001
14472,-117.22,32.85,26,1647,261.0,694,259,4.6875,NEAR OCEAN,274400
14473,-117.22,32.84,19,2691,347.0,1154,366,8.051,NEAR OCEAN,363600
14474,-117.23,32.85,25,4229,601.0,1634,574,6.3955,NEAR OCEAN,316700
14475,-117.21,32.86,24,3596,494.0,1573,492,6.5382,NEAR OCEAN,326000
14476,-117.21,32.86,26,1352,202.0,654,217,5.3693,NEAR OCEAN,260700
14477,-117.21,32.85,15,2593,521.0,901,456,4.2065,NEAR OCEAN,277800
14478,-117.21,32.85,26,2012,315.0,872,335,5.4067,NEAR OCEAN,277500
14479,-117.24,32.83,18,3109,501.0,949,368,7.4351,NEAR OCEAN,445700
14480,-117.25,32.82,19,5255,762.0,1773,725,7.8013,NEAR OCEAN,474000
14481,-117.25,32.82,23,6139,826.0,2036,807,9.5245,NEAR OCEAN,500001
14482,-117.26,32.83,24,1663,199.0,578,187,10.7721,NEAR OCEAN,500001
14483,-117.26,32.82,34,5846,785.0,1817,747,8.496,NEAR OCEAN,500001
14484,-117.27,32.83,35,1420,193.0,469,177,8.0639,NEAR OCEAN,500001
14485,-117.29,32.92,25,2355,381.0,823,358,6.8322,NEAR OCEAN,500001
14486,-117.25,32.86,30,1670,219.0,606,202,12.4429,NEAR OCEAN,500001
14487,-117.25,32.86,25,2911,533.0,1137,499,5.1023,NEAR OCEAN,500001
14488,-117.25,32.86,27,2530,469.0,594,326,7.2821,NEAR OCEAN,500001
14489,-117.26,32.85,42,1761,329.0,480,255,5.3787,NEAR OCEAN,500001
14490,-117.24,32.85,18,3117,475.0,904,368,6.7587,NEAR OCEAN,388500
14491,-117.24,32.85,22,3479,448.0,1252,440,10.0707,NEAR OCEAN,500001
14492,-117.19,32.86,18,4231,728.0,2030,720,6.1805,NEAR OCEAN,272400
14493,-117.19,32.86,19,3716,563.0,1788,587,5.2113,NEAR OCEAN,267400
14494,-117.2,32.85,22,3501,631.0,1297,581,4.7891,NEAR OCEAN,295300
14495,-117.2,32.85,26,2298,549.0,980,555,2.4207,NEAR OCEAN,213500
14496,-117.19,32.85,15,2895,498.0,1164,443,5.102,NEAR OCEAN,417500
14500,-117.23,32.86,15,1703,320.0,587,282,5.0855,NEAR OCEAN,209800
14505,-117.22,32.86,4,16289,4585.0,7604,4176,3.6287,NEAR OCEAN,280800
14508,-117.2,32.86,4,4308,1095.0,1923,932,3.9356,NEAR OCEAN,267000
14509,-117.21,32.87,12,1428,303.0,528,269,4.1429,NEAR OCEAN,254400
14544,-117.25,32.96,18,4773,743.0,1970,716,6.6199,NEAR OCEAN,406200
14545,-117.26,32.95,15,1036,149.0,395,157,5.8343,NEAR OCEAN,500001
14546,-117.26,32.95,15,1882,233.0,704,219,6.9794,NEAR OCEAN,500001
14547,-117.25,32.94,16,4755,807.0,1829,756,6.7694,NEAR OCEAN,425900
14548,-117.25,32.94,15,1804,339.0,673,296,5.9806,NEAR OCEAN,370500
14549,-117.24,32.95,18,1591,268.0,547,243,5.9547,NEAR OCEAN,329300
14550,-117.24,32.94,12,2165,437.0,792,386,5.2648,NEAR OCEAN,294400
14556,-117.24,32.98,4,6423,1042.0,2607,983,7.6348,NEAR OCEAN,337000
14557,-117.21,32.96,3,6251,988.0,2330,893,8.4355,NEAR OCEAN,467600
14558,-117.22,32.95,4,18123,3173.0,7301,2964,6.357,NEAR OCEAN,322500
14561,-117.22,32.83,17,1124,187.0,553,205,5.7451,NEAR OCEAN,237300
14572,-117.21,32.82,31,2035,383.0,866,360,3.8529,NEAR OCEAN,212000
14573,-117.21,32.81,27,1318,216.0,495,191,5.2837,NEAR OCEAN,283800
14574,-117.22,32.82,22,3738,795.0,1476,728,3.7963,NEAR OCEAN,303100
14575,-117.22,32.81,24,730,196.0,335,203,3.5078,NEAR OCEAN,362500
14579,-117.19,32.82,34,3850,608.0,1619,602,5.0465,NEAR OCEAN,208200
14590,-117.17,32.83,24,3541,530.0,1591,530,5.3538,NEAR OCEAN,212500
14609,-117.19,32.81,33,5226,833.0,2221,839,5.1491,NEAR OCEAN,207000
14610,-117.18,32.8,10,3821,631.0,1605,609,5.5454,NEAR OCEAN,217100
14629,-117.18,32.78,21,4185,1018.0,3122,993,3.0481,NEAR OCEAN,210000
14631,-117.21,32.81,26,2496,407.0,1062,380,5.5413,NEAR OCEAN,302100
14633,-117.2,32.79,16,2079,394.0,746,383,5.0958,NEAR OCEAN,300000
14634,-117.2,32.8,33,2573,436.0,1084,443,4.2417,NEAR OCEAN,294100
14635,-117.21,32.8,34,1398,222.0,532,244,3.7102,NEAR OCEAN,289600
14638,-117.19,32.79,36,1514,258.0,665,278,3.8571,NEAR OCEAN,235100
14639,-117.19,32.79,35,1788,378.0,777,374,3.3713,NEAR OCEAN,238400
14640,-117.2,32.79,31,3417,533.0,1245,532,4.7788,NEAR OCEAN,276000
14641,-117.2,32.79,29,1213,,654,246,4.5987,NEAR OCEAN,255600
14643,-117.19,32.78,34,4108,664.0,1659,644,4.4097,NEAR OCEAN,252000
14644,-117.2,32.78,38,2662,498.0,1132,496,4.0057,NEAR OCEAN,241600
14645,-117.19,32.77,30,2747,640.0,3185,657,3.765,NEAR OCEAN,238000
14671,-117.09,32.81,7,6100,1185.0,2710,1040,5.5673,NEAR OCEAN,288200
14709,-117.07,32.79,25,2489,314.0,911,309,7.8336,NEAR OCEAN,277600
14710,-117.07,32.78,26,3725,623.0,1516,627,4.7143,NEAR OCEAN,268300
14711,-117.08,32.78,21,2919,496.0,984,443,4.625,NEAR OCEAN,222800
14719,-117.06,32.78,31,2485,436.0,942,448,4.8,NEAR OCEAN,220800
14790,-117.12,32.56,20,2524,682.0,1819,560,2.9286,NEAR OCEAN,257700
14803,-117.13,32.63,10,7374,1157.0,1900,794,8.7991,NEAR OCEAN,478500
14806,-117.18,32.68,29,1539,344.0,556,289,3.25,NEAR OCEAN,500001
14807,-117.18,32.69,52,1837,313.0,668,300,5.1009,NEAR OCEAN,500001
14808,-117.18,32.69,37,3112,716.0,1304,674,3.2121,NEAR OCEAN,320800
14809,-117.18,32.69,44,2819,514.0,1258,503,4.4777,NEAR OCEAN,452800
14810,-117.17,32.69,40,2236,331.0,767,316,5.3177,NEAR OCEAN,500001
14811,-117.18,32.69,48,2764,491.0,978,449,5.1249,NEAR OCEAN,432400
14812,-117.17,32.69,19,2802,802.0,1159,597,4.7891,NEAR OCEAN,334600
14813,-117.17,32.69,45,3168,598.0,1341,562,4.5189,NEAR OCEAN,422200
14814,-117.17,32.7,33,4084,897.0,1804,833,4.0488,NEAR OCEAN,409700
14815,-117.18,32.7,44,2655,514.0,1102,489,3.6759,NEAR OCEAN,368800
14816,-117.18,32.7,42,1691,286.0,761,281,5.1386,NEAR OCEAN,404500
14817,-117.19,32.69,35,2921,438.0,1042,415,6.3612,NEAR OCEAN,482700
14926,-117.01,32.67,17,2319,348.0,1125,337,5.551,NEAR OCEAN,266900
14927,-117.0,32.67,16,2238,307.0,1002,303,6.6143,NEAR OCEAN,264100
14928,-117.02,32.67,20,1505,184.0,635,182,6.5772,NEAR OCEAN,245200
14929,-117.01,32.66,11,9992,1368.0,4495,1316,6.9664,NEAR OCEAN,293900
14930,-117.02,32.66,19,771,,376,108,6.6272,NEAR OCEAN,273600
14931,-116.97,32.65,4,16450,2833.0,7985,2683,5.6631,NEAR OCEAN,233400
14933,-117.04,32.65,8,8806,1401.0,3159,1059,4.2155,NEAR OCEAN,247800
14934,-117.03,32.65,14,1111,142.0,472,145,7.6344,NEAR OCEAN,290500
14936,-117.01,32.63,7,6483,976.0,3269,1005,5.7358,NEAR OCEAN,221600
14937,-117.04,32.64,5,2329,542.0,1213,514,4.0298,NEAR OCEAN,225600
14938,-117.02,32.64,5,260,41.0,157,42,6.5151,NEAR OCEAN,281700
14939,-117.03,32.63,13,2087,313.0,1165,330,5.7789,NEAR OCEAN,227700
14940,-117.03,32.63,14,2796,476.0,1466,464,5.2489,NEAR OCEAN,213700
15183,-117.15,33.02,4,15029,2279.0,5613,1696,7.2731,NEAR OCEAN,450400
15222,-117.25,33.06,6,9859,1448.0,4194,1401,6.439,NEAR OCEAN,296200
15223,-117.25,33.05,16,2794,476.0,1387,442,4.3286,NEAR OCEAN,213400
15224,-117.26,33.05,14,2323,373.0,1057,372,6.2513,NEAR OCEAN,240900
15225,-117.26,33.06,11,2660,352.0,1226,366,7.6832,NEAR OCEAN,319800
15227,-117.24,33.05,11,5827,882.0,2588,842,6.4027,NEAR OCEAN,344200
15228,-117.2,33.07,5,10394,1617.0,4496,1553,5.9289,NEAR OCEAN,411300
15229,-117.16,33.06,16,1988,279.0,770,252,5.8661,NEAR OCEAN,404500
15230,-117.21,33.03,20,3370,433.0,1020,408,11.0911,NEAR OCEAN,500001
15231,-117.18,33.02,15,3540,453.0,1364,425,13.6623,NEAR OCEAN,500001
15232,-117.21,33.02,26,3194,454.0,1032,406,10.156,NEAR OCEAN,500001
15233,-117.23,33.01,18,3961,511.0,1541,470,11.1118,NEAR OCEAN,500001
15234,-117.26,32.97,25,2582,495.0,1088,471,6.4651,NEAR OCEAN,500001
15235,-117.26,32.96,36,1721,264.0,710,282,10.1768,NEAR OCEAN,500001
15236,-117.26,32.95,34,1651,273.0,650,271,5.6582,NEAR OCEAN,500001
15237,-117.26,32.95,22,5484,1227.0,1947,1012,4.4375,NEAR OCEAN,500001
15238,-117.3,32.96,30,1226,205.0,380,151,4.2875,NEAR OCEAN,500001
15239,-117.25,33.01,16,3892,520.0,1454,524,7.7317,NEAR OCEAN,396000
15240,-117.24,33.0,16,2512,356.0,795,353,7.5975,NEAR OCEAN,369100
15241,-117.23,32.99,17,2718,326.0,1011,319,15.0001,NEAR OCEAN,500001
15242,-117.25,32.99,10,4926,749.0,1478,634,7.472,NEAR OCEAN,439900
15243,-117.25,33.0,14,2518,458.0,931,414,5.8393,NEAR OCEAN,485300
15244,-117.26,33.0,31,2695,491.0,1059,451,4.7841,NEAR OCEAN,393500
15245,-117.27,33.0,36,2426,454.0,1085,420,5.1523,NEAR OCEAN,387800
15246,-117.31,33.0,30,1631,310.0,665,297,6.8443,NEAR OCEAN,492500
15247,-117.26,32.99,16,2127,512.0,1532,499,2.7348,NEAR OCEAN,231300
15248,-117.27,32.99,21,3318,578.0,1273,538,5.5922,NEAR OCEAN,382100
15249,-117.26,32.98,12,3900,977.0,1690,892,4.125,NEAR OCEAN,226900
15250,-117.31,32.98,17,2789,648.0,849,345,4.1012,NEAR OCEAN,244700
15251,-117.27,32.98,17,1853,392.0,351,208,5.2742,NEAR OCEAN,230700
15252,-117.32,33.01,29,3584,712.0,1619,667,4.125,NEAR OCEAN,394400
15253,-117.28,33.02,21,2736,585.0,1251,576,4.2356,NEAR OCEAN,347700
15254,-117.27,33.02,13,5723,1242.0,2450,1140,4.7179,NEAR OCEAN,376700
15255,-117.26,33.04,18,2229,346.0,1088,352,6.3525,NEAR OCEAN,278300
15256,-117.26,33.04,16,3109,450.0,1433,453,6.6319,NEAR OCEAN,269600
15258,-117.25,33.03,6,3416,493.0,1319,467,6.9326,NEAR OCEAN,324600
15259,-117.27,33.03,25,1787,311.0,1108,311,3.9826,NEAR OCEAN,215800
15261,-117.26,33.02,9,4632,759.0,1724,685,6.3712,NEAR OCEAN,369800
15262,-117.27,33.03,19,2899,499.0,1356,512,4.87,NEAR OCEAN,220900
15263,-117.27,33.02,21,2144,340.0,928,344,5.797999999999999,NEAR OCEAN,286100
15264,-117.29,33.05,28,1146,338.0,672,292,3.1667,NEAR OCEAN,300000
15265,-117.28,33.04,12,4459,928.0,2471,888,3.5179,NEAR OCEAN,252700
15266,-117.27,33.04,27,1839,392.0,1302,404,3.55,NEAR OCEAN,214600
15267,-117.29,33.04,30,2750,555.0,1281,520,4.7333,NEAR OCEAN,286900
15268,-117.33,33.03,31,1171,321.0,603,267,2.8611,NEAR OCEAN,314300
15269,-117.3,33.07,14,2670,426.0,1034,407,6.4247,NEAR OCEAN,295100
15270,-117.29,33.08,18,3225,515.0,1463,476,5.7787,NEAR OCEAN,346700
15271,-117.27,33.08,7,2949,447.0,1335,426,6.0922,NEAR OCEAN,342400
15272,-117.29,33.06,20,2110,335.0,1008,325,6.1509,NEAR OCEAN,338700
15273,-117.28,33.06,8,4172,1022.0,2585,941,4.0118,NEAR OCEAN,245800
15274,-117.27,33.06,7,3686,733.0,1612,672,3.197,NEAR OCEAN,367100
15276,-117.3,33.08,24,2628,527.0,1389,520,4.0,NEAR OCEAN,343200
15277,-117.34,33.06,17,2718,518.0,815,403,4.3182,NEAR OCEAN,357100
15278,-117.31,33.07,21,2035,534.0,948,467,3.2984,NEAR OCEAN,369400
15279,-117.3,33.07,16,3147,765.0,2165,690,3.5585,NEAR OCEAN,284800
15280,-117.3,33.06,24,2171,511.0,870,442,3.194,NEAR OCEAN,276300
