,longitude,latitude,total_rooms,house_value
3952,-118.64,34.22,4312,390000
3953,-118.65,34.21,5429,500001
3954,-118.65,34.2,7480,338400
3955,-118.62,34.2,3233,234900
3956,-118.63,34.2,7411,336100
3957,-118.59,34.21,2737,183500
3958,-118.59,34.2,1789,179800
3959,-118.6,34.2,2869,150000
3960,-118.6,34.21,2581,182300
3961,-118.56,34.2,1770,221000
3962,-118.57,34.21,878,190400
3963,-118.57,34.2,7157,208000
3964,-118.58,34.2,2979,223700
3965,-118.56,34.19,2600,215600
3966,-118.57,34.2,2559,201500
3967,-118.57,34.2,1759,209200
3968,-118.58,34.2,1558,220200
3969,-118.58,34.2,1323,221300
3970,-118.56,34.19,2185,266700
3971,-118.58,34.19,2329,224900
3972,-118.58,34.19,4286,222800
3973,-118.58,34.19,3061,187500
3974,-118.58,34.18,908,340500
3975,-118.62,34.2,2421,244800
3976,-118.62,34.18,3124,333100
3977,-118.62,34.19,1934,267400
3978,-118.61,34.2,1673,245800
3979,-118.61,34.19,3824,246400
3980,-118.61,34.19,703,210100
3981,-118.6,34.19,14912,213900
3982,-118.63,34.19,3568,259600
3983,-118.63,34.18,1646,433000
3984,-118.64,34.19,2399,245600
3985,-118.64,34.19,3017,248400
3986,-118.64,34.18,3808,263400
3987,-118.64,34.19,3274,247300
3988,-118.65,34.18,1793,240300
3989,-118.65,34.19,2772,243000
3990,-118.66,34.19,7544,374900
3991,-118.63,34.17,4769,338200
3992,-118.64,34.17,6767,409000
3993,-118.57,34.18,2981,439800
3994,-118.57,34.17,2072,327300
3995,-118.58,34.17,3393,334900
3996,-118.59,34.18,11853,271300
3997,-118.61,34.17,5944,328900
3998,-118.62,34.17,1491,262800
3999,-118.62,34.17,3268,308300
4000,-118.63,34.18,5252,389700
4001,-118.65,34.18,4607,367600
4002,-118.66,34.18,6612,419000
4003,-118.61,34.17,1689,278500
4004,-118.61,34.15,4491,319100
4005,-118.61,34.16,4364,367400
4006,-118.63,34.16,2896,347700
4007,-118.63,34.16,3346,392700
4008,-118.62,34.15,5661,409900
4009,-118.57,34.17,1950,500001
4010,-118.58,34.17,6476,500001
4011,-118.59,34.17,1887,296000
4012,-118.6,34.16,3441,313100
4013,-118.6,34.16,3999,338500
4014,-118.57,34.15,5791,500001
4015,-118.58,34.15,3856,450700
4016,-118.59,34.15,2023,369700
4017,-118.6,34.15,4570,361900
4018,-118.59,34.14,1303,483100
4019,-118.49,34.18,3073,311700
4020,-118.51,34.18,1893,295300
4021,-118.51,34.17,3252,219000
4022,-118.52,34.18,1700,213100
4023,-118.52,34.18,2082,216000
4024,-118.52,34.18,1611,221800
4025,-118.53,34.17,6430,243800
4026,-118.54,34.17,1080,315900
4027,-118.55,34.18,3011,311000
4028,-118.56,34.18,1819,457300
4029,-118.54,34.18,7214,174500
4030,-118.53,34.18,7194,189300
4031,-118.54,34.17,2458,443600
4032,-118.54,34.17,3352,425000
4033,-118.55,34.17,2127,500001
4034,-118.56,34.17,2987,500001
4035,-118.52,34.17,17377,259600
4036,-118.52,34.16,2693,335400
4037,-118.53,34.16,3554,290600
4038,-118.51,34.16,11154,500001
4039,-118.48,34.16,2108,500001
4040,-118.49,34.16,3333,500001
4041,-118.5,34.16,3547,424000
4042,-118.5,34.15,3104,500001
4043,-118.5,34.17,880,303600
4044,-118.49,34.15,2829,500001
4045,-118.49,34.14,3539,500001
4046,-118.49,34.13,4394,500001
4047,-118.51,34.14,6748,500001
4048,-118.53,34.14,6920,500001
4049,-118.54,34.15,10111,500001
4050,-118.56,34.14,9657,500001
4051,-118.43,34.15,6270,295800
4052,-118.43,34.15,1293,467600
4053,-118.43,34.15,2900,447400
4054,-118.43,34.15,1856,360600
4055,-118.44,34.15,5474,382500
4056,-118.44,34.15,1778,500001
4057,-118.44,34.15,4420,359100
4058,-118.44,34.15,1335,301700
4059,-118.44,34.15,1387,304500
4060,-118.45,34.16,7828,318300
4061,-118.45,34.15,1091,332600
4062,-118.45,34.15,3876,478400
4063,-118.46,34.16,1495,265400
4064,-118.46,34.16,4590,334900
4065,-118.47,34.15,6306,457300
4066,-118.47,34.16,3823,392500
4067,-118.47,34.15,804,500001
4068,-118.48,34.15,2536,495500
4069,-118.48,34.16,3507,500001
4070,-118.48,34.14,9320,500001
4071,-118.46,34.14,5264,500001
4072,-118.47,34.14,2873,500001
4073,-118.47,34.14,3646,500001
4074,-118.43,34.14,1693,500001
4075,-118.43,34.13,4400,500001
4076,-118.45,34.14,1741,490800
4077,-118.35,34.15,1680,500001
4078,-118.36,34.15,3545,500001
4079,-118.36,34.15,3659,366100
4080,-118.37,34.15,4604,263100
4081,-118.37,34.15,2630,376100
4082,-118.38,34.16,2358,320600
4083,-118.38,34.15,2933,365900
4084,-118.39,34.15,3110,394400
4085,-118.39,34.15,917,425000
4086,-118.39,34.16,4084,256300
4087,-118.4,34.15,3881,369100
4088,-118.41,34.15,4032,425900
4089,-118.42,34.15,680,371400
4090,-118.42,34.15,1880,372300
4091,-118.42,34.15,1861,355900
4092,-118.42,34.16,277,341700
4093,-118.42,34.16,54,375000
4094,-118.4,34.15,2394,380400
4095,-118.4,34.15,2515,374500
4096,-118.41,34.15,3891,364700
4097,-118.41,34.15,1628,424000
4098,-118.36,34.14,1376,295200
4099,-118.37,34.14,4382,197900
4100,-118.37,34.14,4670,367700
4101,-118.38,34.14,1253,386700
4102,-118.39,34.14,5076,309200
4103,-118.39,34.15,2696,373500
4104,-118.35,34.13,1610,385900
4105,-118.34,34.12,3257,409600
4106,-118.36,34.13,6871,495600
4107,-118.37,34.14,1883,396400
4108,-118.37,34.13,4287,500001
4109,-118.39,34.14,4624,500001
4110,-118.38,34.14,1965,483800
4111,-118.4,34.13,8262,500001
4112,-118.4,34.14,1695,399300
4113,-118.4,34.14,417,360700
4114,-118.41,34.14,778,497600
4115,-118.42,34.14,3990,500001
4116,-118.42,34.13,3830,500001
4117,-118.22,34.14,2298,274600
4118,-118.22,34.14,1388,247700
4119,-118.2,34.14,3800,293900
4120,-118.19,34.14,2387,257900
4121,-118.19,34.14,1826,291500
4122,-118.23,34.14,277,175000
4123,-118.22,34.14,3657,258100
4124,-118.22,34.13,2983,272400
4125,-118.2,34.14,2090,204200
4126,-118.21,34.14,1681,186500
4127,-118.21,34.14,1908,189800
4128,-118.2,34.14,1941,217000
4129,-118.19,34.14,2525,209200
4130,-118.19,34.13,2012,180400
4131,-118.2,34.13,2035,193600
4132,-118.21,34.13,2465,214200
4133,-118.22,34.13,1585,173800
4134,-118.22,34.13,791,178100
4135,-118.18,34.13,2228,182100
4136,-118.18,34.12,1081,165100
4137,-118.18,34.12,2397,167900
4138,-118.17,34.12,2568,169200
4139,-118.18,34.12,2640,173400
4140,-118.17,34.12,3376,232000
4141,-118.19,34.13,1309,198000
4142,-118.19,34.12,679,162500
4143,-118.19,34.12,2591,146400
4144,-118.19,34.12,1219,170600
4145,-118.19,34.12,2833,172100
4146,-118.2,34.13,3369,196400
4147,-118.2,34.13,2929,173600
4148,-118.2,34.12,1580,167600
4149,-118.2,34.12,1908,162000
4150,-118.21,34.12,1590,173900
4151,-118.21,34.12,1904,175800
4152,-118.21,34.12,1301,190000
4153,-118.2,34.11,678,171300
4154,-118.2,34.11,3659,162900
4155,-118.2,34.11,1901,156400
4156,-118.2,34.12,1565,155600
4157,-118.19,34.12,3387,176900
4158,-118.19,34.11,1266,150000
4159,-118.19,34.12,2524,167700
4160,-118.18,34.11,1523,183800
4161,-118.18,34.11,1346,152200
4162,-118.19,34.11,1158,169300
4163,-118.19,34.11,1638,143800
4164,-118.19,34.1,1577,153900
4165,-118.2,34.11,1441,185700
4166,-118.2,34.11,2040,166300
4167,-118.2,34.1,3643,154500
4168,-118.21,34.11,2759,228200
4169,-118.21,34.1,1684,218300
4170,-118.21,34.1,5077,186800
4171,-118.22,34.1,4003,252100
4172,-118.23,34.1,1051,143800
4173,-118.23,34.1,2483,152900
4174,-118.21,34.1,2000,241700
4175,-118.21,34.09,1660,148200
4176,-118.22,34.1,1903,196600
4177,-118.23,34.1,1353,157000
4178,-118.22,34.09,1706,149700
4179,-118.22,34.09,1427,138900
4180,-118.22,34.09,1072,165000
4181,-118.23,34.09,438,181300
4182,-118.23,34.13,1162,244400
4183,-118.23,34.13,737,212500
4184,-118.22,34.13,2749,205800
4185,-118.23,34.13,609,185800
4186,-118.23,34.13,1308,214800
4187,-118.23,34.13,1799,244500
4188,-118.22,34.12,3306,185400
4189,-118.21,34.12,1937,170500
4190,-118.22,34.11,2870,220900
4191,-118.22,34.12,1298,240800
4192,-118.23,34.12,1546,183800
4193,-118.24,34.12,1213,204200
4194,-118.23,34.12,2094,221100
4195,-118.23,34.11,1021,223500
4196,-118.23,34.11,4148,187100
4197,-118.25,34.12,1281,153100
4198,-118.24,34.12,2904,168800
4199,-118.24,34.12,80,154200
4200,-118.24,34.11,2141,178800
4201,-118.24,34.11,1148,176700
4202,-118.23,34.11,2612,156000
4203,-118.26,34.12,2839,214000
4204,-118.26,34.11,2183,210900
4205,-118.25,34.11,2230,217800
4206,-118.25,34.11,2222,208900
4207,-118.25,34.11,1415,156300
4208,-118.24,34.1,1525,141300
4209,-118.25,34.11,125,170000
4210,-118.25,34.1,598,164300
4211,-118.25,34.1,4198,277300
4212,-118.26,34.11,1740,270700
4213,-118.27,34.14,3768,204500
4214,-118.27,34.13,1375,208900
4215,-118.27,34.13,1613,230300
4216,-118.27,34.11,1832,276600
4217,-118.27,34.11,3825,352600
4218,-118.28,34.11,4453,495600
4219,-118.28,34.11,1607,438300
4220,-118.28,34.12,2384,500001
4221,-118.26,34.12,1942,209100
4222,-118.26,34.12,2290,238200
4223,-118.27,34.12,2037,230600
4224,-118.29,34.11,2774,500001
4225,-118.29,34.11,2681,264300
4226,-118.29,34.1,2196,254200
4227,-118.29,34.1,1711,265500
4228,-118.29,34.11,3696,266700
4229,-118.29,34.11,2850,500001
4230,-118.29,34.11,1448,436400
4231,-118.3,34.11,3136,391900
4232,-118.3,34.1,5305,283300
4233,-118.3,34.11,1590,500001
4234,-118.3,34.11,1954,500001
4235,-118.31,34.11,1875,433300
4236,-118.31,34.12,3895,500001
4237,-118.31,34.13,2822,498700
4238,-118.32,34.12,3410,393500
4239,-118.32,34.11,2462,434400
4240,-118.32,34.11,5135,435700
4241,-118.32,34.11,4472,410700
4242,-118.33,34.11,3495,438300
4243,-118.33,34.11,1601,342900
4244,-118.33,34.11,2330,430200
4245,-118.32,34.13,1856,500001
4246,-118.33,34.12,1894,500001
4247,-118.34,34.13,2375,500001
4248,-118.32,34.14,4574,500001
4249,-118.34,34.11,5485,500001
4250,-118.35,34.1,3977,364500
4251,-118.36,34.1,1295,405100
4252,-118.36,34.1,1096,500001
4253,-118.35,34.1,7432,225000
4254,-118.35,34.1,2930,372200
4255,-118.35,34.1,2745,436400
4256,-118.35,34.1,4109,250000
4257,-118.35,34.1,5477,237500
4258,-118.34,34.11,937,468800
4259,-118.34,34.1,3193,500001
4260,-118.34,34.1,1996,325000
4261,-118.34,34.1,2223,232100
4262,-118.33,34.1,5293,187500
4263,-118.33,34.1,2732,333300
4264,-118.31,34.1,4984,350000
4265,-118.32,34.1,1759,450000
4266,-118.3,34.1,7517,340000
4267,-118.3,34.1,3926,262500
4268,-118.31,34.1,2288,250000
4269,-118.31,34.1,766,350000
4270,-118.33,34.1,1116,237500
4271,-118.33,34.1,1913,237500
4272,-118.32,34.1,1615,193800
4273,-118.32,34.09,2473,162500
4274,-118.33,34.09,1679,200000
4275,-118.33,34.1,732,250000
4276,-118.31,34.1,399,67500
4277,-118.31,34.09,2065,211100
4278,-118.31,34.09,720,100000
4279,-118.31,34.09,773,193800
4280,-118.32,34.09,563,250000
4281,-118.32,34.09,210,175000
4282,-118.32,34.1,1655,221900
4283,-118.32,34.09,1478,225000
4284,-118.32,34.1,622,200000
4285,-118.32,34.1,2193,137500
4286,-118.32,34.1,786,206300
4287,-118.3,34.1,3403,166700
4288,-118.3,34.09,3058,218800
4289,-118.31,34.09,787,216700
4290,-118.3,34.1,2067,250000
4291,-118.3,34.1,2284,203300
4292,-118.29,34.09,2716,187500
4293,-118.3,34.09,2332,230400
4294,-118.29,34.1,631,162500
4295,-118.29,34.09,2240,172500
4296,-118.28,34.09,790,175000
4297,-118.29,34.09,1583,225000
4298,-118.29,34.09,1562,112500
4299,-118.29,34.09,2198,158300
4300,-118.29,34.09,2624,198400
4301,-118.29,34.09,336,262500
4302,-118.29,34.09,1272,261600
4303,-118.3,34.09,3245,253300
4304,-118.3,34.09,2345,205600
4305,-118.3,34.09,2202,226700
4306,-118.31,34.09,2517,187500
4307,-118.31,34.09,3165,240600
4308,-118.31,34.09,1951,218200
4309,-118.32,34.09,2666,208800
4310,-118.32,34.09,1871,212500
4311,-118.32,34.09,2173,218800
4312,-118.33,34.09,654,200000
4313,-118.33,34.09,561,165000
4314,-118.33,34.09,2004,220000
4315,-118.34,34.09,2665,204700
4316,-118.34,34.09,3032,210000
4317,-118.34,34.08,3457,346700
4318,-118.34,34.09,1731,321600
4319,-118.34,34.08,1430,500001
4320,-118.35,34.09,1800,280600
4321,-118.35,34.08,1003,395700
4322,-118.35,34.08,2088,342000
4323,-118.35,34.09,2210,315800
4324,-118.35,34.08,1710,333900
4325,-118.36,34.08,1965,304800
4326,-118.32,34.08,1164,380400
4327,-118.33,34.08,1777,500001
4328,-118.33,34.08,2989,442900
4329,-118.31,34.08,1390,254500
4330,-118.31,34.08,2275,287500
4331,-118.32,34.08,2038,358100
4332,-118.31,34.08,1443,220000
4333,-118.32,34.08,1137,330300
4334,-118.32,34.08,2370,380300
4335,-118.3,34.08,2501,247500
4336,-118.3,34.08,1276,205600
4337,-118.31,34.08,1514,251100
4338,-118.31,34.08,1609,227100
4339,-118.29,34.08,479,210000
4340,-118.29,34.08,1864,212500
4341,-118.3,34.08,1562,225000
4342,-118.3,34.08,2880,258300
4343,-118.29,34.08,2459,173900
4344,-118.29,34.08,380,137500
4345,-118.37,34.12,2821,500001
4346,-118.36,34.12,3902,500001
4347,-118.35,34.11,7478,500001
4348,-118.36,34.11,3946,500001
4349,-118.38,34.11,2601,416700
4350,-118.37,34.11,5518,500001
4351,-118.36,34.1,2963,500001
4352,-118.37,34.1,407,500001
4353,-118.38,34.1,3798,500001
4354,-118.39,34.1,6310,500001
4355,-118.39,34.09,730,500001
4356,-118.36,34.09,2158,355300
4357,-118.36,34.08,3110,367100
4358,-118.37,34.08,2946,374100
4359,-118.37,34.08,3008,300000
4360,-118.37,34.09,2697,500001
4361,-118.36,34.08,2195,397900
4362,-118.37,34.08,1466,393600
4363,-118.37,34.08,1234,423700
4364,-118.26,34.1,2566,318600
4365,-118.26,34.1,1310,350000
4366,-118.27,34.1,3149,421600
4367,-118.27,34.1,3729,412700
4368,-118.27,34.11,4138,306800
4369,-118.28,34.11,1156,352100
4370,-118.28,34.11,2036,397500
4371,-118.28,34.11,1803,360500
4372,-118.28,34.1,2728,324000
4373,-118.27,34.1,2113,304600
4374,-118.28,34.1,1767,210900
4375,-118.28,34.1,805,200000
4376,-118.28,34.1,2843,217300
4377,-118.27,34.09,1527,344800
4378,-118.27,34.09,3225,268800
4379,-118.28,34.09,2273,196500
4380,-118.27,34.09,2327,252300
4381,-118.26,34.09,1532,278800
4382,-118.26,34.09,3503,241400
4383,-118.27,34.09,1079,230800
4384,-118.27,34.09,3646,225000
4385,-118.26,34.08,984,166700
4386,-118.26,34.08,1396,203300
4387,-118.26,34.08,945,187500
4388,-118.27,34.08,1147,198800
4389,-118.26,34.07,2306,170500
4390,-118.26,34.07,579,187500
4391,-118.27,34.07,1190,160000
4392,-118.27,34.08,2265,157500
4393,-118.27,34.08,3007,184300
4394,-118.28,34.08,997,200000
4395,-118.28,34.08,2465,203100
4396,-118.27,34.08,962,185000
4397,-118.27,34.07,1270,170800
4398,-118.28,34.08,1618,182000
4399,-118.28,34.09,1739,228800
4400,-118.28,34.08,3162,213500
4401,-118.28,34.08,1630,169100
4402,-118.28,34.09,3828,219200
4403,-118.23,34.07,1335,156300
4404,-118.23,34.07,506,143800
4405,-118.24,34.08,109,187500
4406,-118.24,34.08,137,137500
4407,-118.23,34.09,859,136100
4408,-118.23,34.09,1638,150000
4409,-118.23,34.09,1747,155500
4410,-118.25,34.09,2050,210000
4411,-118.25,34.09,104,241700
4412,-118.25,34.08,1425,200000
4413,-118.25,34.08,2133,169200
4414,-118.25,34.09,1903,174300
4415,-118.25,34.09,1866,189400
4416,-118.26,34.08,1791,166700
4417,-118.26,34.08,2174,167800
4418,-118.25,34.09,3142,189800
4419,-118.26,34.08,2225,179200
4420,-118.26,34.07,2341,181700
4421,-118.26,34.07,830,232100
4422,-118.25,34.07,2059,217900
4423,-118.25,34.07,764,175000
4424,-118.25,34.06,41,225000
4425,-118.24,34.07,223,137500
4426,-118.25,34.07,4297,192500
4427,-118.25,34.07,719,133300
4428,-118.22,34.09,1081,150000
4429,-118.22,34.08,394,154200
4430,-118.22,34.08,1709,152100
4431,-118.19,34.08,1241,115500
4432,-118.2,34.08,1320,114000
4433,-118.2,34.07,1353,139600
4434,-118.2,34.07,1765,159600
4435,-118.21,34.08,986,133900
4436,-118.21,34.08,2574,173200
4437,-118.2,34.09,1594,138200
4438,-118.2,34.08,1807,126000
4439,-118.19,34.1,2054,213000
4440,-118.21,34.08,3672,153000
4441,-118.21,34.09,1287,138500
4442,-118.21,34.09,1561,144200
4443,-118.21,34.09,1822,159200
4444,-118.22,34.07,1504,145800
4445,-118.22,34.07,839,158300
4446,-118.21,34.07,1077,160200
4447,-118.21,34.07,1770,167200
4448,-118.21,34.07,1346,191700
4449,-118.21,34.07,1453,153100
4450,-118.21,34.07,902,168800
4451,-118.21,34.06,1478,147500
4452,-118.16,34.09,3334,170800
4453,-118.17,34.1,2514,142500
4454,-118.17,34.1,299,145800
4455,-118.17,34.09,1327,153800
4456,-118.18,34.09,2744,148800
4457,-118.18,34.09,1688,184900
4458,-118.19,34.09,2090,144200
4459,-118.18,34.1,1907,200400
4460,-118.18,34.1,1940,166700
4461,-118.18,34.1,2529,153100
4462,-118.18,34.1,1116,230900
4463,-118.18,34.08,2226,129300
4464,-118.19,34.08,1554,139500
4465,-118.19,34.07,2965,166300
4466,-118.19,34.07,1555,169600
4467,-118.19,34.06,1734,163100
4468,-118.16,34.09,1515,175000
4469,-118.16,34.09,1568,162100
4470,-118.17,34.09,3066,156500
4471,-118.17,34.09,2907,146600
4472,-118.18,34.08,1318,135500
4473,-118.18,34.08,1369,151900
4474,-118.16,34.08,1523,144600
4475,-118.17,34.08,787,158500
4476,-118.17,34.08,851,147500
4477,-118.18,34.07,2616,156000
4478,-118.17,34.07,2150,150000
4479,-118.16,34.07,247,135700
4480,-118.17,34.07,1155,148500
4481,-118.18,34.06,2025,148600
4482,-118.19,34.06,555,137500
4483,-118.19,34.06,2324,93800
4484,-118.2,34.06,453,112500
4485,-118.2,34.06,1181,111800
4486,-118.2,34.05,762,137500
4487,-118.19,34.05,1051,133600
4488,-118.2,34.05,2672,142800
4489,-118.19,34.05,349,125000
4490,-118.2,34.06,321,109400
4491,-118.21,34.06,511,156800
4492,-118.22,34.06,48,112500
4493,-118.22,34.05,1243,137500
4494,-118.21,34.06,470,109100
4495,-118.22,34.06,1083,153100
4496,-118.22,34.05,1113,155000
4497,-118.22,34.05,1422,157100
4498,-118.21,34.05,745,129200
4499,-118.21,34.05,1079,131900
4500,-118.21,34.05,950,136400
4501,-118.21,34.05,2146,144000
4502,-118.2,34.05,1165,141700
4503,-118.2,34.05,1146,121900
4504,-118.2,34.05,1082,117200
4505,-118.2,34.05,1703,147200
4506,-118.2,34.05,1268,150000
4507,-118.19,34.05,977,127900
4508,-118.19,34.05,1098,124300
4509,-118.2,34.05,1407,121800
4510,-118.19,34.04,963,134900
4511,-118.19,34.04,1095,150000
4512,-118.19,34.03,1053,136700
4513,-118.19,34.03,1183,142600
4514,-118.2,34.04,1249,136300
4515,-118.2,34.04,1894,127600
4516,-118.2,34.03,1754,122800
4517,-118.2,34.04,1399,143800
4518,-118.2,34.04,1625,147200
4519,-118.2,34.04,1582,125000
4520,-118.2,34.04,796,135400
4521,-118.21,34.04,1825,135300
4522,-118.21,34.04,845,165000
4523,-118.21,34.04,1325,148400
4524,-118.21,34.05,1841,151600
4525,-118.21,34.04,846,155000
4526,-118.22,34.05,1153,139300
4527,-118.21,34.05,722,114300
4528,-118.22,34.04,798,141700
4529,-118.22,34.05,1105,115600
4530,-118.22,34.04,2343,115000
4531,-118.21,34.04,1502,152500
4532,-118.21,34.04,1306,139600
4533,-118.22,34.03,554,139600
4534,-118.21,34.03,1860,141800
4535,-118.21,34.03,1550,141100
4536,-118.21,34.03,497,146300
4537,-118.21,34.03,876,145000
4538,-118.2,34.03,1292,135200
4539,-118.2,34.02,1098,146000
4540,-118.2,34.03,774,135200
4541,-118.2,34.03,1583,140800
4542,-118.2,34.03,583,140600
4543,-118.21,34.02,792,129700
4544,-118.19,34.02,2702,144800
4545,-118.2,34.02,2230,130700
4546,-118.2,34.02,36,175000
4547,-118.2,34.02,498,126600
4548,-118.21,34.02,22,67500
4549,-118.21,34.02,1811,133300
4550,-118.23,34.05,346,225000
4551,-118.24,34.05,1703,181300
4552,-118.24,34.04,116,112500
4553,-118.24,34.06,390,350000
4554,-118.24,34.06,1204,87500
4555,-118.24,34.06,2870,162500
4556,-118.25,34.05,2806,350000
4557,-118.25,34.05,3105,275000
4558,-118.25,34.06,4011,287500
4559,-118.26,34.05,58,500001
4560,-118.26,34.04,1529,162500
4561,-118.25,34.06,174,312500
4562,-118.26,34.06,326,175000
4563,-118.26,34.06,637,131300
4564,-118.26,34.07,1802,185900
4565,-118.26,34.07,680,165600
4566,-118.26,34.07,929,187500
4567,-118.26,34.06,715,225000
4568,-118.26,34.06,2541,87500
4569,-118.27,34.07,1175,213300
4570,-118.27,34.06,1771,154200
4571,-118.27,34.07,786,152100
4572,-118.27,34.07,1657,152500
4573,-118.27,34.06,1416,208300
4574,-118.27,34.07,1177,183300
4575,-118.28,34.07,1072,207100
4576,-118.28,34.07,3247,216700
4577,-118.28,34.07,1924,265900
4578,-118.28,34.07,1777,190000
4579,-118.28,34.07,7522,177500
4580,-118.28,34.06,1787,400000
4581,-118.28,34.06,2518,175000
4582,-118.27,34.06,2124,137500
4583,-118.27,34.06,1714,112500
4584,-118.27,34.06,564,187500
4585,-118.27,34.06,513,275000
4586,-118.26,34.06,1950,110000
4587,-118.27,34.05,350,137500
4588,-118.27,34.05,1292,275000
4589,-118.28,34.06,1261,225000
4590,-118.28,34.06,936,187500
4591,-118.28,34.06,2472,162500
4592,-118.27,34.05,1316,325000
4593,-118.27,34.05,1164,225000
4594,-118.28,34.05,1306,275000
4595,-118.28,34.05,1525,162500
4596,-118.28,34.05,1788,158900
4597,-118.28,34.05,1075,162500
4598,-118.28,34.05,968,212500
4599,-118.27,34.05,661,112500
4600,-118.27,34.04,1784,118100
4601,-118.27,34.05,323,225000
4602,-118.27,34.05,535,275000
4603,-118.32,34.07,2156,500001
4604,-118.33,34.06,1841,500001
4605,-118.33,34.07,2248,500001
4606,-118.33,34.07,1482,500001
4607,-118.34,34.06,2089,500001
4608,-118.34,34.06,1311,432800
4609,-118.29,34.08,649,316700
4610,-118.29,34.07,3013,290600
4611,-118.29,34.06,1554,141700
4612,-118.29,34.07,492,300000
4613,-118.29,34.07,2302,253100
4614,-118.29,34.08,3056,300000
4615,-118.3,34.07,1489,230600
4616,-118.3,34.07,5677,237500
4617,-118.3,34.07,2107,282300
4618,-118.3,34.07,2657,281700
4619,-118.31,34.07,2362,305600
4620,-118.31,34.08,2549,350900
4621,-118.31,34.07,2657,445000
4622,-118.32,34.07,2980,500001
4623,-118.31,34.06,369,450000
4624,-118.32,34.06,983,500001
4625,-118.32,34.07,2740,404500
4626,-118.32,34.06,955,500001
4627,-118.31,34.07,5062,166700
4628,-118.31,34.06,3110,412500
4629,-118.3,34.07,3759,175000
4630,-118.31,34.07,3264,500001
4631,-118.3,34.06,1782,75000
4632,-118.31,34.06,2470,325000
4633,-118.29,34.07,4021,112500
4634,-118.3,34.07,5221,300000
4635,-118.3,34.06,1366,150000
4636,-118.29,34.06,3894,70000
4637,-118.29,34.06,2456,187500
4638,-118.29,34.06,1759,350000
4639,-118.3,34.06,1390,137500
4640,-118.29,34.06,2040,233300
4641,-118.3,34.06,2437,270000
4642,-118.3,34.06,3960,475000
4643,-118.3,34.06,2512,322200
4644,-118.31,34.06,1336,500001
4645,-118.31,34.06,3038,187500
4646,-118.31,34.06,1848,410000
4647,-118.31,34.06,2124,328900
4648,-118.31,34.06,2827,360000
4649,-118.31,34.06,1559,380000
4650,-118.32,34.05,3292,291500
4651,-118.32,34.06,2808,436800
4652,-118.32,34.06,3239,337000
4653,-118.33,34.06,1368,433800
4654,-118.33,34.05,2405,257800
4655,-118.33,34.05,1574,226300
4656,-118.33,34.05,1707,171300
4657,-118.32,34.05,1389,327300
4658,-118.32,34.05,3343,250000
4659,-118.31,34.05,1692,305800
4660,-118.31,34.05,1667,417600
4661,-118.3,34.05,1612,115600
4662,-118.3,34.05,1476,214300
4663,-118.31,34.05,443,350000
4664,-118.3,34.05,1386,157700
4665,-118.3,34.05,1744,193800
4666,-118.29,34.05,1417,193800
4667,-118.29,34.05,1102,168800
4668,-118.3,34.05,1723,161100
4669,-118.3,34.05,1453,187500
4670,-118.29,34.05,3585,250000
4671,-118.29,34.05,677,350000
4672,-118.29,34.05,2818,229200
4673,-118.35,34.08,1801,479000
4674,-118.35,34.07,2497,500001
4675,-118.35,34.07,2315,500001
4676,-118.34,34.07,2066,450000
4677,-118.34,34.08,1421,500001
4678,-118.34,34.08,1721,500001
4679,-118.34,34.07,1621,500001
4680,-118.34,34.07,3421,500001
4681,-118.34,34.08,2756,500001
4682,-118.35,34.08,2877,175000
4683,-118.36,34.08,2373,225000
4684,-118.36,34.08,1902,175000
4685,-118.35,34.07,890,450000
4686,-118.35,34.07,7803,287500
4687,-118.35,34.07,1651,350000
4688,-118.35,34.07,3312,500001
4689,-118.36,34.07,1821,355200
4690,-118.36,34.07,1740,411100
4691,-118.37,34.07,2519,405600
4692,-118.36,34.07,2046,456900
4693,-118.37,34.07,2203,486900
4694,-118.37,34.07,2195,486400
4695,-118.37,34.07,2703,287500
4696,-118.37,34.07,2309,453400
4697,-118.37,34.07,1084,474300
4698,-118.38,34.08,4625,485000
4699,-118.38,34.07,4814,375000
4700,-118.38,34.07,3653,500001
4701,-118.34,34.07,3175,225000
4702,-118.35,34.06,3446,500001
4703,-118.34,34.06,1314,500001
4704,-118.34,34.05,2530,321600
4705,-118.34,34.06,2069,396000
4706,-118.34,34.06,1482,327300
4707,-118.35,34.06,2837,250000
4708,-118.35,34.06,1354,385000
4709,-118.35,34.06,1368,440900
4710,-118.35,34.05,2880,328800
4711,-118.35,34.06,3551,400000
4712,-118.36,34.06,2810,355000
4713,-118.36,34.06,2130,500001
4714,-118.37,34.06,843,446000
4715,-118.37,34.06,1608,500001
4716,-118.38,34.06,2522,362500
4717,-118.38,34.06,3946,450000
4718,-118.38,34.06,4345,310000
4719,-118.38,34.06,2558,500000
4720,-118.37,34.05,2457,345300
4721,-118.37,34.04,1197,278500
4722,-118.37,34.05,1266,275000
4723,-118.37,34.05,2369,296100
4724,-118.37,34.06,2239,470000
4725,-118.37,34.05,2346,444300
4726,-118.37,34.05,1563,440900
4727,-118.37,34.06,2402,500001
4728,-118.36,34.05,1825,322600
4729,-118.36,34.05,1424,295200
4730,-118.36,34.05,1835,243600
4731,-118.36,34.04,995,242000
4732,-118.36,34.05,1879,254700
4733,-118.36,34.05,3518,338100
4734,-118.38,34.05,2053,417900
